Name,Strain,PATRIC ID,NCBI Taxon ID,BioSample,BioProject,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,Completion Date,Sequencing Centers,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,Isolation Country,Host Name
Helicobacter pylori,OND1954,210.2679,210,SAMN06323839,PRJNA374470,GCA_002191215.1,1.62504,38.9,-,MVFB01,38,1620,1464,6/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/191/215/GCF_002191215.1_ASM219121v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/191/215/GCA_002191215.1_ASM219121v1,2017-06-13T00:00:00Z,The University of Western Australia,Illumina MiSeq,91.0x,SPAdes v. 3.8.2,,,38,1625037,Australia,"Mouse, Mus musculus"
Helicobacter pylori,HP97011,210.5019,210,SAMN06329582,PRJNA374603,GCA_003636415.1,1.55206,39.1,-,MVTL01,23,1549,1396,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/415/GCF_003636415.1_ASM363641v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/415/GCA_003636415.1_ASM363641v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,160x,SPAdes v. 3.8.2,,,23,1552062,Australia,"Human, Homo sapiens"
Helicobacter pylori,50,210.4154,210,SAMN08381259,PRJNA395900,GCA_003058825.1,1.67576,38.8,-,QBPX01,43,1652,1502,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/825/GCF_003058825.1_ASM305882v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/825/GCA_003058825.1_ASM305882v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,43,1675758,Sweden,"Human, Homo sapiens"
Helicobacter pylori,KH0025,210.604,210,SAMN12011803,PRJNA547954,GCA_006440345.1,1.63222,38.9,-,VEZN01,39,1607,1447,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/345/GCF_006440345.1_ASM644034v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/345/GCA_006440345.1_ASM644034v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,16x,SPAdes v. 3.12.0,,,39,1632223,Cambodia,Homo sapiens
Helicobacter pylori,KH0165,210.5998,210,SAMN12011840,PRJNA547954,GCA_006438525.1,1.6222,38.9,-,VEYC01,42,1610,1463,6/24/2019,6/28/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/438/525/GCF_006438525.1_ASM643852v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/438/525/GCA_006438525.1_ASM643852v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,21x,SPAdes v. 3.12.0,,,42,1622199,Cambodia,Homo sapiens
Helicobacter pylori,B366,210.5164,210,SAMN08999408,PRJNA449871,GCA_003639855.1,1.62548,38.9,-,QEGZ01,29,1619,1460,10/12/2018,8/20/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/855/GCF_003639855.1_ASM363985v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/855/GCA_003639855.1_ASM363985v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina MiSeq,323x,A5-miseq v. 20160825,,,29,1625481,Spain,"Human, Homo sapiens"
Helicobacter pylori,KH0072,210.6029,210,SAMN12011815,PRJNA547954,GCA_006440145.1,1.65673,38.7,-,VEZB01,36,1635,1463,6/24/2019,6/28/2019,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/145/GCF_006440145.1_ASM644014v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/145/GCA_006440145.1_ASM644014v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,14x,SPAdes v. 3.12.0,,,36,1656729,Cambodia,Homo sapiens
Helicobacter pylori,HP16042,210.5647,210,SAMN07540331,PRJNA374603,GCA_004323455.1,1.62907,39.1,-,NYJN01,39,1612,1457,3/4/2019,3/6/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/455/GCF_004323455.1_ASM432345v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/323/455/GCA_004323455.1_ASM432345v1,2019-03-04T00:00:00Z,University of Western Australia,Illumina MiSeq,82x,SPAdes v. 3.10.1,,,39,1629068,Australia,"Human, Homo sapiens"
Helicobacter pylori,1071,210.5249,210,SAMN10419325,PRJNA505430,GCA_003815515.1,1.65863,39,-,RPFR01,23,1642,1470,11/24/2018,8/24/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/515/GCF_003815515.1_ASM381551v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/515/GCA_003815515.1_ASM381551v1,2018-11-24T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,50.0x,A5 pipeline v. MAY-2015,,,23,1658634,Colombia,
Helicobacter pylori,24013,210.2957,210,SAMN05400733,PRJNA329229,GCA_002533195.1,1.64637,38.8,-,MBHZ01,48,1629,1476,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/195/GCF_002533195.1_ASM253319v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/195/GCA_002533195.1_ASM253319v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,107.6x,A5 pipeline v. MAY-2016,,,48,1646368,Colombia,"Human, Homo sapiens"
Helicobacter pylori,ZH53,210.5308,210,SAMN10335795,PRJNA498863,GCA_004013055.1,1.58667,39,-,RJFZ01,63,1566,1421,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/055/GCF_004013055.1_ASM401305v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/055/GCA_004013055.1_ASM401305v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,63,1586669,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,HP15027,210.4998,210,SAMN06329561,PRJNA374603,GCA_003636005.1,1.58261,38.8,-,MVUG01,26,1576,1422,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/005/GCF_003636005.1_ASM363600v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/005/GCA_003636005.1_ASM363600v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,140x,SPAdes v. 3.8.2,,,26,1582609,Australia,"Human, Homo sapiens"
Helicobacter pylori,KH0191,210.5996,210,SAMN12011848,PRJNA547954,GCA_006438475.1,1.60635,38.7,-,VEXU01,30,1588,1461,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/438/475/GCF_006438475.1_ASM643847v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/438/475/GCA_006438475.1_ASM643847v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,17x,SPAdes v. 3.12.0,,,30,1606355,Cambodia,Homo sapiens
Helicobacter pylori,ZH137,210.5372,210,SAMN10345067,PRJNA500071,GCA_004014305.1,1.6828,38.6,-,RJIW01,44,1652,1514,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/305/GCF_004014305.1_ASM401430v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/305/GCA_004014305.1_ASM401430v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,44,1682798,Switzerland,"Human, Homo sapiens"
Helicobacter pylori SA252A,SA252A,1345531.3,1345531,SAMEA2272280,PRJEB4125,GCA_000475815.1,1.63615,39,-,CBNP01,59,1618,1280,9/21/2013,10/8/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/815/GCF_000475815.1_SA252A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/815/GCA_000475815.1_SA252A,2013-09-21T00:00:00Z,MHH,,,,,,59,1636149,South Africa,"Human, Homo sapiens"
Helicobacter pylori,B630,210.5158,210,SAMN08999416,PRJNA449871,GCA_003639735.1,1.61379,39,-,QEGR01,54,1603,1460,10/12/2018,8/20/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/735/GCF_003639735.1_ASM363973v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/735/GCA_003639735.1_ASM363973v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina HiSeq,476x,A5-miseq v. 20160825,,,54,1613788,Spain,"Human, Homo sapiens"
Helicobacter pylori,ZH59,210.532,210,SAMN10338973,PRJNA498923,GCA_004013295.1,1.57573,39,-,RJGF01,35,1573,1415,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/295/GCF_004013295.1_ASM401329v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/295/GCA_004013295.1_ASM401329v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,35,1575729,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,HP14052,210.5037,210,SAMN06329542,PRJNA374603,GCA_003636785.1,1.55175,38.8,-,MVUZ01,32,1545,1399,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/785/GCF_003636785.1_ASM363678v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/785/GCA_003636785.1_ASM363678v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,78x,SPAdes v. 3.8.2,,,32,1551755,Australia,"Human, Homo sapiens"
Helicobacter pylori,KH0158,210.6039,210,SAMN12011837,PRJNA547954,GCA_006440335.1,1.62548,38.7,-,VEYF01,30,1615,1463,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/335/GCF_006440335.1_ASM644033v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/335/GCA_006440335.1_ASM644033v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,36x,SPAdes v. 3.12.0,,,30,1625475,Cambodia,Homo sapiens
Helicobacter pylori,HP12068,210.5075,210,SAMN06329504,PRJNA374603,GCA_003637545.1,1.60967,38.9,-,MVWL01,31,1599,1458,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/545/GCF_003637545.1_ASM363754v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/545/GCA_003637545.1_ASM363754v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,157x,SPAdes v. 3.8.2,,,31,1609673,Australia,"Human, Homo sapiens"
Helicobacter pylori HLJHP256,HLJHP256,1214221.3,1214221,SAMN02469501,PRJNA171208,GCA_000287735.1,1.57641,39,-,ALKA01,14,1552,1388,8/13/2012,11/24/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/735/GCF_000287735.1_H_pylori_HLJHP256_v1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/735/GCA_000287735.1_H_pylori_HLJHP256_v1.0,2012-08-13T00:00:00Z,BGI-shenzhen,Illumina HiSeq,120.0x,SOAPdenovo v. 1.05,,,40,1561171,China,"Human, Homo sapiens"
Helicobacter pylori,HP15058,210.4988,210,SAMN06329575,PRJNA374603,GCA_003635825.1,1.54915,39.1,-,MVTS01,28,1535,1381,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/825/GCF_003635825.1_ASM363582v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/825/GCA_003635825.1_ASM363582v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,201x,SPAdes v. 3.8.2,,,28,1549150,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP15032,210.4995,210,SAMN06329564,PRJNA374603,GCA_003635945.1,1.55525,38.9,-,MVUD01,29,1547,1399,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/945/GCF_003635945.1_ASM363594v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/945/GCA_003635945.1_ASM363594v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,98x,SPAdes v. 3.8.2,,,29,1555248,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP12070,210.5073,210,SAMN06329506,PRJNA374603,GCA_003637505.1,1.55124,39.2,-,MVWJ01,38,1538,1403,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/505/GCF_003637505.1_ASM363750v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/505/GCA_003637505.1_ASM363750v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,32x,SPAdes v. 3.8.2,,,38,1551236,Australia,"Human, Homo sapiens"
Helicobacter pylori,ZH40,210.5296,210,SAMN10335782,PRJNA498850,GCA_004012785.1,1.64327,38.8,-,RJFN01,32,1605,1474,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/785/GCF_004012785.1_ASM401278v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/785/GCA_004012785.1_ASM401278v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,32,1643273,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,ZH78,210.5327,210,SAMN10338999,PRJNA498946,GCA_004013415.1,1.60765,38.9,-,RJGU01,36,1584,1437,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/415/GCF_004013415.1_ASM401341v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/415/GCA_004013415.1_ASM401341v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,36,1607653,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,HP14016,210.5645,210,SAMN07540329,PRJNA374603,GCA_004323445.1,1.57751,38.9,-,NYJP01,38,1573,1424,3/4/2019,3/6/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/445/GCF_004323445.1_ASM432344v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/323/445/GCA_004323445.1_ASM432344v1,2019-03-04T00:00:00Z,University of Western Australia,Illumina MiSeq,213x,SPAdes v. 3.10.1,,,38,1577510,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP13061,210.505,210,SAMN06329529,PRJNA374603,GCA_003637045.1,1.70607,38.5,-,MVVM01,51,1695,1512,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/045/GCF_003637045.1_ASM363704v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/045/GCA_003637045.1_ASM363704v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,102x,SPAdes v. 3.8.2,,,51,1706070,Australia,"Human, Homo sapiens"
Helicobacter pylori,22362,210.2968,210,SAMN05407984,PRJNA329268,GCA_002533495.1,1.66473,38.9,-,MBIO01,34,1665,1491,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/495/GCF_002533495.1_ASM253349v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/495/GCA_002533495.1_ASM253349v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,87.94x,A5 pipeline v. MAY-2016,,,34,1664727,Colombia,"Human, Homo sapiens"
Helicobacter pylori,HP12069,210.5074,210,SAMN06329505,PRJNA374603,GCA_003637515.1,1.59564,38.7,-,MVWK01,36,1573,1442,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/515/GCF_003637515.1_ASM363751v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/515/GCA_003637515.1_ASM363751v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,73x,SPAdes v. 3.8.2,,,36,1595644,Australia,"Human, Homo sapiens"
Helicobacter pylori SA169C,SA169C,1345576.3,1345576,SAMEA2272464,PRJEB4087,GCA_000475955.1,1.66161,38.4,-,CBOK01,55,1622,1415,9/21/2013,7/2/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/955/GCF_000475955.1_SA169C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/955/GCA_000475955.1_SA169C,2013-09-21T00:00:00Z,MHH,,,,,,55,1661612,South Africa,"Human, Homo sapiens"
Helicobacter pylori,HP15040,210.5026,210,SAMN06329570,PRJNA374603,GCA_003636555.1,1.59736,38.9,-,MVTX01,19,1589,1437,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/555/GCF_003636555.1_ASM363655v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/555/GCA_003636555.1_ASM363655v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,164x,SPAdes v. 3.8.2,,,19,1597365,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP15003,210.5031,210,SAMN06329548,PRJNA374603,GCA_003636665.1,1.59807,38.8,-,MVUT01,31,1594,1449,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/665/GCF_003636665.1_ASM363666v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/665/GCA_003636665.1_ASM363666v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,76x,SPAdes v. 3.8.2,,,31,1598068,Australia,"Human, Homo sapiens"
Helicobacter pylori,ZH61,210.5321,210,SAMN10338975,PRJNA498925,GCA_004013305.1,1.55154,39.1,-,RJGH01,36,1536,1400,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/305/GCF_004013305.1_ASM401330v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/305/GCA_004013305.1_ASM401330v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,36,1551538,Switzerland,"Human, Homo sapiens"
Helicobacter pylori BCS100H1,BCS100H1,981210.3,981210,SAMEA2272805,PRJEA62405,GCA_000285035.1,1.5484,38.9,-,CADC01,31,1541,1345,3/9/2011,4/2/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/035/GCF_000285035.1_ASM28503v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/035/GCA_000285035.1_ASM28503v1,2011-03-09T00:00:00Z,MHH Hannover Medical School,,,,,,31,1548400,,"Human, Homo sapiens"
Helicobacter pylori,HP13024,210.5063,210,SAMN06329518,PRJNA374603,GCA_003637265.1,1.64118,38.8,-,MVVX01,46,1629,1481,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/265/GCF_003637265.1_ASM363726v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/265/GCA_003637265.1_ASM363726v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,146x,SPAdes v. 3.8.2,,,46,1641180,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP14056,210.5035,210,SAMN06329544,PRJNA374603,GCA_003636745.1,1.61573,38.7,-,MVUX01,28,1600,1446,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/745/GCF_003636745.1_ASM363674v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/745/GCA_003636745.1_ASM363674v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,158x,SPAdes v. 3.8.2,,,28,1615732,Australia,"Human, Homo sapiens"
Helicobacter pylori SA35C,SA35C,1345517.3,1345517,SAMEA3138959,PRJEB4047,GCA_000604265.1,1.65911,38.9,-,CBNU01,43,1635,1468,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/265/GCF_000604265.1_SA35C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/265/GCA_000604265.1_SA35C,2013-09-21T00:00:00Z,MHH,,,,,,43,1659115,,
Helicobacter pylori,B508A-T2A,210.4853,210,SAMN08981265,PRJNA449871,GCA_003382515.1,1.5785,39,-,QDJM01,42,1563,1427,8/13/2018,8/17/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/382/515/GCF_003382515.1_ASM338251v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/515/GCA_003382515.1_ASM338251v1,2018-08-13T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina HiSeq,794x,A5-miseq v. 20160825,,,42,1578500,Spain,"Human, Homo sapiens"
Helicobacter pylori,HP12038,210.5081,210,SAMN06329498,PRJNA374603,GCA_003637665.1,1.65483,38.8,-,MVWR01,32,1631,1476,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/665/GCF_003637665.1_ASM363766v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/665/GCA_003637665.1_ASM363766v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,168x,SPAdes v. 3.8.2,,,32,1654828,Australia,"Human, Homo sapiens"
Helicobacter pylori SA171C,SA171C,1345580.3,1345580,SAMEA2272468,PRJEB4091,GCA_000476735.1,1.61134,38.8,-,CBPC01,37,1580,1434,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/735/GCF_000476735.1_SA171C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/735/GCA_000476735.1_SA171C,2013-09-21T00:00:00Z,MHH,,,,,,37,1611340,South Africa,"Human, Homo sapiens"
Helicobacter pylori SA171A,SA171A,1345579.3,1345579,SAMEA2272051,PRJEB4090,GCA_000476055.1,1.61428,38.8,-,CBOA01,36,1580,1435,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/055/GCF_000476055.1_SA171A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/055/GCA_000476055.1_SA171A,2013-09-21T00:00:00Z,MHH,,,,,,36,1614279,South Africa,"Human, Homo sapiens"
Helicobacter pylori,HP16004,210.5021,210,SAMN06329580,PRJNA374603,GCA_003636455.1,1.52129,39,-,MVTN01,21,1533,1385,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/455/GCF_003636455.1_ASM363645v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/455/GCA_003636455.1_ASM363645v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,618x,SPAdes v. 3.8.2,,,21,1521290,Australia,"Human, Homo sapiens"
Helicobacter pylori,22003,210.302,210,SAMN05410579,PRJNA329324,GCA_002534435.1,1.62641,39,-,MBHH01,35,1607,1464,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/435/GCF_002534435.1_ASM253443v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/435/GCA_002534435.1_ASM253443v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,198.05x,A5 pipeline v. MAY-2016,,,35,1626407,Colombia,"Human, Homo sapiens"
Helicobacter pylori,HP14051,210.5038,210,SAMN06329541,PRJNA374603,GCA_003636805.1,1.55516,38.8,-,MVVA01,24,1560,1414,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/805/GCF_003636805.1_ASM363680v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/805/GCA_003636805.1_ASM363680v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,171x,SPAdes v. 3.8.2,,,24,1555159,Australia,"Human, Homo sapiens"
Helicobacter pylori,CRM21,210.5154,210,SAMN08999421,PRJNA449871,GCA_003639665.1,1.64234,39.1,-,QEGM01,54,1621,1480,10/12/2018,8/20/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/665/GCF_003639665.1_ASM363966v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/665/GCA_003639665.1_ASM363966v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina HiSeq,622x,A5-miseq v. 20160825,,,54,1642342,Spain,"Human, Homo sapiens"
Helicobacter pylori,HP12019,210.5116,210,SAMN06329495,PRJNA374603,GCA_003638355.1,1.61873,39,-,MVWU01,34,1614,1446,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/355/GCF_003638355.1_ASM363835v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/355/GCA_003638355.1_ASM363835v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,116x,SPAdes v. 3.8.2,,,34,1618733,Australia,"Human, Homo sapiens"
Helicobacter pylori A45,A45,1231719.3,1231719,SAMN02470830,PRJNA175046,GCA_000333835.1,1.64393,38.7,-,AMYU01,33,1614,1453,1/25/2013,11/23/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/835/GCF_000333835.1_ASM33383v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/835/GCA_000333835.1_ASM33383v1,2013-01-25T00:00:00Z,Scientific Research Institute of Physical-Chemical Medicine,454 GS FLX,49x,GS De Novo Assembler v. 2.6,,,33,1643927,Russia,"Human, Homo sapiens"
Helicobacter pylori,KH0086,210.6009,210,SAMN12011817,PRJNA547954,GCA_006439745.1,1.58859,38.8,-,VEYZ01,41,1569,1420,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/745/GCF_006439745.1_ASM643974v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/745/GCA_006439745.1_ASM643974v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,20x,SPAdes v. 3.12.0,,,41,1588593,Cambodia,Homo sapiens
