"Name","NCBI Genome","NCBI Taxonomy","PATRIC","KEGG","BioCYC","RAST Annotation","VFDB","RefSeq FTP","GenBank FTP","BioSample","BioProject","Assembly","Size (Mb)","GC%","Replicons","WGS","Scaffolds","Genes","Proteins","Release Date","Modify Date","Level","Completion Date","Sequencing Centers","Sequencing Platform","Sequencing Depth","Assembly Method","Chromosomes","Plasmids","Contigs","Genome Length","Isolation Country","Host Name"
"Helicobacter pylori 31235","372640","210","210.4208","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/865/GCF_003058865.1_ASM305886v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/865/GCA_003058865.1_ASM305886v1","SAMN08381244","PRJNA395900","GCA_003058865.1","1.64151","38.9","-","QBQG01","65","1648","1483/372640","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","65","1641511","Belgium","Human, Homo sapiens"
"Helicobacter pylori 3125","341716","210","210.3019","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/395/GCF_002534395.1_ASM253439v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/395/GCA_002534395.1_ASM253439v1","SAMN05410592","PRJNA329327","GCA_002534395.1","1.64348","39","-","MBHK01","49","1653","1495/341716","10/13/2017","7/30/2019","Contig","2017-10-13T00:00:00Z","Universidad de Ciencias Aplicadas y Ambientales UDCA","Illumina MiSeq","211.34x","A5 pipeline v. MAY-2016","","","49","1643481","Colombia","Human, Homo sapiens"
"Helicobacter pylori 3133","341694","210","210.2997","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/975/GCF_002533975.1_ASM253397v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/975/GCA_002533975.1_ASM253397v1","SAMN05410589","PRJNA329326","GCA_002533975.1","1.68421","38.9","-","MBHJ01","72","1705","1519/341694","10/13/2017","7/30/2019","Contig","2017-10-13T00:00:00Z","Universidad de Ciencias Aplicadas y Ambientales UDCA","Illumina MiSeq","169.34x","A5 pipeline v. MAY-2016","","","72","1684208","Colombia","Human, Homo sapiens"
"Helicobacter pylori 3136","341693","210","210.2996","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/925/GCF_002533925.1_ASM253392v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/925/GCA_002533925.1_ASM253392v1","SAMN05410584","PRJNA329325","GCA_002533925.1","1.60594","39","-","MBHI01","32","1616","1448/341693","10/13/2017","7/30/2019","Contig","2017-10-13T00:00:00Z","Universidad de Ciencias Aplicadas y Ambientales UDCA","Illumina MiSeq","211.58x","A5 pipeline v. MAY-2016","","","32","1605938","Colombia","Human, Homo sapiens"
"Helicobacter pylori 32","372651","210","210.4196","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/105/GCF_003059105.1_ASM305910v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/105/GCA_003059105.1_ASM305910v1","SAMN08381254","PRJNA395900","GCA_003059105.1","1.65957","38.9","-","QBPY01","83","1641","1452/372651","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","83","1659566","Sweden","Human, Homo sapiens"
"Helicobacter pylori 36:03:00","372633","210","210.4212","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/715/GCF_003058715.1_ASM305871v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/715/GCA_003058715.1_ASM305871v1","SAMN08381294","PRJNA395900","GCA_003058715.1","1.59676","39.1","-","QBPO01","137","1608","1431/372633","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","137","1596762","Sweden","Human, Homo sapiens"
"Helicobacter pylori 36166","372656","210","210.4192","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/195/GCF_003059195.1_ASM305919v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/195/GCA_003059195.1_ASM305919v1","SAMN08381245","PRJNA395900","GCA_003059195.1","1.59965","39","-","QBQF01","46","1594","1441/372656","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","46","1599652","Belgium","Human, Homo sapiens"
"Helicobacter pylori 3699","372658","210","210.4190","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/245/GCF_003059245.1_ASM305924v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/245/GCA_003059245.1_ASM305924v1","SAMN08381239","PRJNA395900","GCA_003059245.1","1.6428","39","-","QBQK01","48","1606","1481/372658","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","48","1642798","France","Human, Homo sapiens"
"Helicobacter pylori 3755","372661","210","210.4158","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/305/GCF_003059305.1_ASM305930v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/305/GCA_003059305.1_ASM305930v1","SAMN08381233","PRJNA395900","GCA_003059305.1","1.59648","39.3","-","QBQQ01","54","1585","1418/372661","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","54","1596484","France","Human, Homo sapiens"
"Helicobacter pylori 3770","372673","210","210.4175","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/615/GCF_003059615.1_ASM305961v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/615/GCA_003059615.1_ASM305961v1","SAMN08381234","PRJNA395900","GCA_003059615.1","1.67582","39.3","-","QBQP01","207","1699","1503/372673","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","207","1675815","France","Human, Homo sapiens"
"Helicobacter pylori 3774","372676","210","210.4171","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/865/GCF_003059865.1_ASM305986v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/865/GCA_003059865.1_ASM305986v1","SAMN08381227","PRJNA395900","GCA_003059865.1","1.68231","39","-","QBQW01","129","1702","1534/372676","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","129","1682308","France","Human, Homo sapiens"
"Helicobacter pylori 38:02:00","372631","210","210.4214","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/685/GCF_003058685.1_ASM305868v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/685/GCA_003058685.1_ASM305868v1","SAMN08381295","PRJNA395900","GCA_003058685.1","1.61698","38.9","-","QBPN01","60","1599","1422/372631","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","60","1616978","Sweden","Human, Homo sapiens"
"Helicobacter pylori 38:05:00","372630","210","210.4215","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/655/GCF_003058655.1_ASM305865v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/655/GCA_003058655.1_ASM305865v1","SAMN08381297","PRJNA395900","GCA_003058655.1","1.61709","38.9","-","QBPM01","64","1600","1450/372630","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","64","1617088","Sweden","Human, Homo sapiens"
"Helicobacter pylori 3802","372672","210","210.4177","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/565/GCF_003059565.1_ASM305956v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/565/GCA_003059565.1_ASM305956v1","SAMN08381235","PRJNA395900","GCA_003059565.1","1.54678","39.5","-","QBQO01","64","1530","1403/372672","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","64","1546782","France","Human, Homo sapiens"
"Helicobacter pylori 38185","372654","210","210.4194","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/165/GCF_003059165.1_ASM305916v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/165/GCA_003059165.1_ASM305916v1","SAMN08381246","PRJNA395900","GCA_003059165.1","1.66637","39","-","QBQE01","81","1670","1506/372654","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","81","1666367","Belgium","Human, Homo sapiens"
"Helicobacter pylori 3824","372657","210","210.4191","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/225/GCF_003059225.1_ASM305922v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/225/GCA_003059225.1_ASM305922v1","SAMN08381236","PRJNA395900","GCA_003059225.1","1.69486","39.1","-","QBQN01","90","1664","1519/372657","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","90","1694860","France","Human, Homo sapiens"
"Helicobacter pylori 448","372637","210","210.4209","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/805/GCF_003058805.1_ASM305880v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/805/GCA_003058805.1_ASM305880v1","SAMN08381248","PRJNA395900","GCA_003058805.1","1.6334","38.9","-","QBQD01","51","1627","1471/372637","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","51","1633401","United Kingdom","Human, Homo sapiens"
"Helicobacter pylori 456","372636","210","210.4210","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/785/GCF_003058785.1_ASM305878v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/785/GCA_003058785.1_ASM305878v1","SAMN08381249","PRJNA395900","GCA_003058785.1","1.60389","39","-","QBQC01","48","1597","1451/372636","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","48","1603894","United Kingdom","Human, Homo sapiens"
"Helicobacter pylori 462","372655","210","210.4193","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/185/GCF_003059185.1_ASM305918v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/185/GCA_003059185.1_ASM305918v1","SAMN08381250","PRJNA395900","GCA_003059185.1","1.76566","39.2","-","QBQB01","231","1742","1574/372655","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","231","1765663","United Kingdom","Human, Homo sapiens"
"Helicobacter pylori 47:05:00","372628","210","210.4217","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/625/GCF_003058625.1_ASM305862v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/625/GCA_003058625.1_ASM305862v1","SAMN08381299","PRJNA395900","GCA_003058625.1","1.64513","38.9","-","QBPL01","80","1630","1467/372628","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","80","1645133","Sweden","Human, Homo sapiens"
"Helicobacter pylori 50","372638","210","210.4154","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/825/GCF_003058825.1_ASM305882v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/825/GCA_003058825.1_ASM305882v1","SAMN08381259","PRJNA395900","GCA_003058825.1","1.67576","38.8","-","QBPX01","43","1652","1502/372638","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","43","1675758","Sweden","Human, Homo sapiens"
"Helicobacter pylori 518","372653","210","210.4195","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/145/GCF_003059145.1_ASM305914v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/145/GCA_003059145.1_ASM305914v1","SAMN08381251","PRJNA395900","GCA_003059145.1","1.62595","39","-","QBQA01","47","1636","1466/372653","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","47","1625947","United Kingdom","Human, Homo sapiens"
"Helicobacter pylori 52","372635","210","210.4211","","HPYL684950","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/755/GCF_003058755.1_ASM305875v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/755/GCA_003058755.1_ASM305875v1","SAMN08381260","PRJNA395900","GCA_003058755.1","1.60187","39","-","QBPW01","54","1589","1426/372635","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","54","1601870","Sweden","Human, Homo sapiens"
"Helicobacter pylori 55:01:00","372626","210","210.4219","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/585/GCF_003058585.1_ASM305858v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/585/GCA_003058585.1_ASM305858v1","SAMN08381300","PRJNA395900","GCA_003058585.1","1.63374","38.9","-","QBPK01","66","1643","1467/372626","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","66","1633743","Sweden","Human, Homo sapiens"
"Helicobacter pylori 55:02:00","372629","210","210.4216","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/635/GCF_003058635.1_ASM305863v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/635/GCA_003058635.1_ASM305863v1","SAMN08381301","PRJNA395900","GCA_003058635.1","1.60372","39","-","QBPJ01","50","1609","1458/372629","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","50","1603720","Sweden","Human, Homo sapiens"
"Helicobacter pylori 55:05:00","372645","210","210.4203","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/965/GCF_003058965.1_ASM305896v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/965/GCA_003058965.1_ASM305896v1","SAMN08381302","PRJNA395900","GCA_003058965.1","1.67774","38.9","-","QBPI01","152","1660","1514/372645","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","152","1677739","Sweden","Human, Homo sapiens"
"Helicobacter pylori 565-99","372643","210","210.4205","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/925/GCF_003058925.1_ASM305892v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/925/GCA_003058925.1_ASM305892v1","SAMN08381238","PRJNA395900","GCA_003058925.1","1.57882","39","-","QBQL01","42","1568","1423/372643","4/22/2018","8/12/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","42","1578819","","Human, Homo sapiens"
"Helicobacter pylori 57_single","372632","210","210.4213","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/705/GCF_003058705.1_ASM305870v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/705/GCA_003058705.1_ASM305870v1","SAMN08381262","PRJNA395900","GCA_003058705.1","1.68396","38.8","-","QBPV01","151","1668","1501/372632","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","151","1683959","Sweden","Human, Homo sapiens"
"Helicobacter pylori 60:1_single","372646","210","210.4202","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/985/GCF_003058985.1_ASM305898v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/985/GCA_003058985.1_ASM305898v1","SAMN08381303","PRJNA395900","GCA_003058985.1","1.63211","38.9","-","QBPH01","66","1629","1455/372646","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","66","1632110","Sweden","Human, Homo sapiens"
"Helicobacter pylori 638","372652","210","210.4156","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/125/GCF_003059125.1_ASM305912v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/125/GCA_003059125.1_ASM305912v1","SAMN08381252","PRJNA395900","GCA_003059125.1","1.58504","39","-","QBPZ01","43","1568","1421/372652","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","43","1585043","United Kingdom","Human, Homo sapiens"
"Helicobacter pylori 66","372634","210","210.4153","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/745/GCF_003058745.1_ASM305874v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/745/GCA_003058745.1_ASM305874v1","SAMN08381265","PRJNA395900","GCA_003058745.1","1.67218","38.8","-","QBPU01","78","1668","1495/372634","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","78","1672180","Sweden","Human, Homo sapiens"
"Helicobacter pylori 8A3","163753","981211","981211.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/055/GCF_000285055.1_ASM28505v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/055/GCA_000285055.1_ASM28505v1","SAMEA2272407","PRJEA62409","GCA_000285055.1","1.54718","39","-","CADD01","44","1547","1288/163753","3/9/2011","4/2/2019","Contig","2011-03-09T00:00:00Z","MHH Hannover Medical School","","","","","","44","1547179","","Human, Homo sapiens"
"Helicobacter pylori 9:1_single","372627","210","210.4218","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/595/GCF_003058595.1_ASM305859v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/595/GCA_003058595.1_ASM305859v1","SAMN08381307","PRJNA395900","GCA_003058595.1","1.57435","39","-","QBPG01","58","1569","1402/372627","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","58","1574352","Sweden","Human, Homo sapiens"
"Helicobacter pylori 98-10","163655","544405","544405.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/935/GCF_000172935.1_ASM17293v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/935/GCA_000172935.1_ASM17293v1","SAMN02472069","PRJNA30395","GCA_000172935.1","1.57177","38.8","-","ABSX01","51","1567","1374/163655","12/9/2008","11/15/2017","Contig","2008-12-09T00:00:00Z","Vanderbilt University School of Medicine","","","","","","51","1571772","",""
"Helicobacter pylori A033","341726","210","210.3029","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/615/GCF_002534615.1_ASM253461v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/615/GCA_002534615.1_ASM253461v1","SAMN05410761","PRJNA329372","GCA_002534615.1","1.67216","39","-","MBJQ01","59","1670","1496/341726","10/13/2017","7/30/2019","Contig","2017-10-13T00:00:00Z","Universidad de Ciencias Aplicadas y Ambientales UDCA","Illumina MiSeq","108.32x","A5 pipeline v. MAY-2016","","","59","1672165","Colombia","Human, Homo sapiens"
"Helicobacter pylori A037","341650","210","210.2955","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/095/GCF_002533095.1_ASM253309v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/095/GCA_002533095.1_ASM253309v1","SAMN05393172","PRJNA329217","GCA_002533095.1","1.64599","39","-","MBHU01","50","1627","1475/341650","10/13/2017","7/30/2019","Contig","2017-10-13T00:00:00Z","Universidad de Ciencias Aplicadas y Ambientales UDCA","Illumina HiSeq","172.42x","A5 pipeline v. MAY-2016","","","50","1645991","Colombia","Human, Homo sapiens"
"Helicobacter pylori A039","341649","210","210.2952","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/065/GCF_002533065.1_ASM253306v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/065/GCA_002533065.1_ASM253306v1","SAMN05393170","PRJNA329216","GCA_002533065.1","1.59756","39.1","-","MBHT01","64","1595","1441/341649","10/13/2017","7/30/2019","Contig","2017-10-13T00:00:00Z","Universidad de Ciencias Aplicadas y Ambientales UDCA","Illumina MiSeq","64.6x","A5 pipeline v. MAY-2016","","","64","1597563","Colombia","Human, Homo sapiens"
"Helicobacter pylori A077","341651","210","210.2953","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/105/GCF_002533105.1_ASM253310v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/105/GCA_002533105.1_ASM253310v1","SAMN05393166","PRJNA329202","GCA_002533105.1","1.65207","38.9","-","MBHS01","55","1647","1500/341651","10/13/2017","7/30/2019","Contig","2017-10-13T00:00:00Z","Universidad de Ciencias Aplicadas y Ambientales UDCA","Illumina MiSeq","176.14x","A5 pipeline v. MAY-2016","","","55","1652075","Colombia","Human, Homo sapiens"
"Helicobacter pylori A45","163783","1231719","1231719.3","","GCF_000333835","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/333/835/GCF_000333835.1_ASM33383v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/835/GCA_000333835.1_ASM33383v1","SAMN02470830","PRJNA175046","GCA_000333835.1","1.64393","38.7","-","AMYU01","33","1614","1453/163783","1/25/2013","11/23/2017","Contig","2013-01-25T00:00:00Z","Scientific Research Institute of Physical-Chemical Medicine","454 GS FLX","49x","GS De Novo Assembler v. 2.6","","","33","1643927","Russia","Human, Homo sapiens"
"Helicobacter pylori AAP164","410922","210","210.5141","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/405/GCF_003639405.1_ASM363940v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/405/GCA_003639405.1_ASM363940v1","SAMN08981256","PRJNA449871","GCA_003639405.1","1.611","39","-","QDJV01","34","1591","1436/410922","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","684x","A5-miseq v. 20160825","","","34","1611004","Spain","Human, Homo sapiens"
"Helicobacter pylori ANT170","372674","210","210.4172","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/715/GCF_003059715.1_ASM305971v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/715/GCA_003059715.1_ASM305971v1","SAMN08381229","PRJNA395900","GCA_003059715.1","1.6346","39","-","QBQU01","53","1617","1478/372674","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","53","1634603","France","Human, Homo sapiens"
"Helicobacter pylori APR133","410946","210","210.5179","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/155/GCF_003640155.1_ASM364015v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/155/GCA_003640155.1_ASM364015v1","SAMN08999399","PRJNA449871","GCA_003640155.1","1.62589","39.1","-","QEHI01","38","1611","1440/410946","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina MiSeq","198x","A5-miseq v. 20160825","","","38","1625889","Spain","Human, Homo sapiens"
"Helicobacter pylori B126","410945","210","210.5178","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/145/GCF_003640145.1_ASM364014v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/145/GCA_003640145.1_ASM364014v1","SAMN08999400","PRJNA449871","GCA_003640145.1","1.66872","38.8","-","QEHH01","58","1664","1502/410945","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","641x","A5-miseq v. 20160825","","","58","1668723","Spain","Human, Homo sapiens"
"Helicobacter pylori B128","163656","544406","544406.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/955/GCF_000172955.1_ASM17295v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/955/GCA_000172955.1_ASM17295v1","SAMN02472068","PRJNA30397","GCA_000172955.1","1.64922","38.8","-","ABSY01","73","1652","1263/163656","12/9/2008","10/8/2019","Contig","2008-12-09T00:00:00Z","Vanderbilt University School of Medicine","","","","","","73","1649221","",""
"Helicobacter pylori B247A","410921","210","210.5140","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/385/GCF_003639385.1_ASM363938v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/385/GCA_003639385.1_ASM363938v1","SAMN08981257","PRJNA449871","GCA_003639385.1","1.66912","38.9","-","QDJU01","65","1649","1478/410921","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","746x","A5-miseq v. 20160825","","","65","1669116","Spain","Human, Homo sapiens"
"Helicobacter pylori B25","372681","210","210.4162","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/060/065/GCF_003060065.1_ASM306006v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/060/065/GCA_003060065.1_ASM306006v1","SAMN08381204","PRJNA395900","GCA_003060065.1","1.60217","39","-","QBRS01","50","1574","1442/372681","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","50","1602166","France","Human, Homo sapiens"
"Helicobacter pylori B274","410944","210","210.5177","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/105/GCF_003640105.1_ASM364010v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/105/GCA_003640105.1_ASM364010v1","SAMN08999401","PRJNA449871","GCA_003640105.1","1.66141","38.8","-","QEHG01","73","1666","1497/410944","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","621x","A5-miseq v. 20160825","","","73","1661409","Spain","Human, Homo sapiens"
