Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"210.2645","Helicobacter pylori strain MC2011-145",,210,"WGS","MC2011-145",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569561","GCA_002026515.1",,"MIKT00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","25.27x","ABySS v. 1.9.0",,,180,1650819,39.03,1715,1601,,"Gastric tissue","isolated from patients with different gastric diseases","22-Nov-04","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Cancer",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.1,100,0.9,,"Good","2017-05-27T11:08:07.553Z","2017-05-27T11:08:07.553Z"
"210.2646","Helicobacter pylori strain MG2003-98",,210,"WGS","MG2003-98",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569569","GCA_002026545.1",,"MILB00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","31.91x","ABySS v. 1.9.0",,,85,1715656,38.79,1753,1624,,"Gastric tissue","isolated from patients with different gastric diseases","12-May-03","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.2,100,0.3,,"Good","2017-05-27T11:10:51.562Z","2017-05-27T11:10:51.562Z"
"210.2647","Helicobacter pylori strain MG2006-407",,210,"WGS","MG2006-407",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569573","GCA_002026555.1",,"MILF00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","30.44x","ABySS v. 1.9.0",,,94,1744207,38.89,1800,1676,,"Gastric tissue","isolated from patients with different gastric diseases","7-Apr-06","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,95.8,100,2.9,,"Good","2017-05-27T11:09:46.069Z","2017-05-27T11:09:46.069Z"
"210.2648","Helicobacter pylori strain MG2011-41",,210,"WGS","MG2011-41",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569575","GCA_002026585.1",,"MILH00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","25.49x","ABySS v. 1.9.0",,,319,1717511,39.39,1882,1727,,"Gastric tissue","isolated from patients with different gastric diseases","6-Jul-05","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.6,97.5,100,5.1,,"Good","2017-05-27T11:12:36.685Z","2017-05-27T11:12:36.685Z"
"210.2649","Helicobacter pylori strain MG2005-98",,210,"WGS","MG2005-98",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569571","GCA_002026595.1",,"MILD00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","37.38x","ABySS v. 1.9.0",,,88,1650616,38.97,1692,1546,,"Gastric tissue","isolated from patients with different gastric diseases","17-Aug-05","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.5,100,,,"Good","2017-05-27T11:09:58.079Z","2017-05-27T11:09:58.079Z"
"210.2650","Helicobacter pylori strain MG2006-4",,210,"WGS","MG2006-4",,,,"MLST.Helicobacter_pylori.290",,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569572","GCA_002026625.1",,"MILE00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","28.12x","ABySS v. 1.9.0",,,159,1691923,39.12,1793,1651,,"Gastric tissue","isolated from patients with different gastric diseases","1-Jul-05","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,96.4,100,11.5,,"Good","2017-05-27T11:11:05.060Z","2017-05-27T11:11:05.060Z"
"210.2651","Helicobacter pylori strain MG2006-479",,210,"WGS","MG2006-479",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569574","GCA_002026645.1",,"MILG00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","34.94x","ABySS v. 1.9.0",,,114,1650985,39.02,1681,1562,,"Gastric tissue","isolated from patients with different gastric diseases","24-May-06","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,98.7,100,2.6,,"Good","2017-05-27T11:10:58.044Z","2017-05-27T11:10:58.044Z"
"210.2652","Helicobacter pylori strain MGms13",,210,"WGS","MGms13",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569576","GCA_002026665.1",,"MILI00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","31.27x","ABySS v. 1.9.0",,,111,1653926,38.93,1707,1576,,"Gastric tissue","isolated from patients with different gastric diseases","16-May-03","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.5,100,0.3,,"Good","2017-05-27T11:11:43.094Z","2017-05-27T11:11:43.094Z"
"210.2653","Helicobacter pylori strain MGms15",,210,"WGS","MGms15",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569577","GCA_002026675.1",,"MILJ00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","58.12x","ABySS v. 1.9.0",,,88,1692789,38.83,1741,1619,,"Gastric tissue","isolated from patients with different gastric diseases","31-Jan-03","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.3,100,,,"Good","2017-05-27T11:12:38.473Z","2017-05-27T11:12:38.473Z"
"210.2654","Helicobacter pylori strain MGms167",,210,"WGS","MGms167",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569578","GCA_002026705.1",,"MILK00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","43.22x","ABySS v. 1.9.0",,,73,1680682,38.95,1672,1549,,"Gastric tissue","isolated from patients with different gastric diseases","6-Feb-03","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.6,100,,,"Good","2017-05-27T11:12:59.968Z","2017-05-27T11:12:59.968Z"
"210.2655","Helicobacter pylori strain MGms176",,210,"WGS","MGms176",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569579","GCA_002026725.1",,"MILL00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","38.26x","ABySS v. 1.9.0",,,226,1672433,38.99,1769,1632,,"Gastric tissue","isolated from patients with different gastric diseases","31-Aug-05","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,98.7,100,2.9,,"Good","2017-05-27T11:13:06.641Z","2017-05-27T11:13:06.641Z"
"210.2656","Helicobacter pylori strain MGms2",,210,"WGS","MGms2",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569580","GCA_002026745.1",,"MILM00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","51.08x","ABySS v. 1.9.0",,,102,1712465,38.86,1753,1615,,"Gastric tissue","isolated from patients with different gastric diseases","17-Aug-05","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.6,100,0.9,,"Good","2017-05-27T11:15:30.678Z","2017-05-27T11:15:30.678Z"
"210.2657","Helicobacter pylori strain MGms23",,210,"WGS","MGms23",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569582","GCA_002026755.1",,"MILO00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","31.23x","ABySS v. 1.9.0",,,89,1664931,38.88,1692,1566,,"Gastric tissue","isolated from patients with different gastric diseases","12-May-03","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.3,100,0.9,,"Good","2017-05-27T11:11:59.701Z","2017-05-27T11:11:59.701Z"
"210.2658","Helicobacter pylori strain MM2004-20",,210,"WGS","MM2004-20",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569584","GCA_002026785.1",,"MILQ00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","35.71x","ABySS v. 1.9.0",,,77,1638858,38.91,1685,1545,,"Gastric tissue","isolated from patients with different gastric diseases","30-Jan-04","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Intestinal metaplasia",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.6,100,,,"Good","2017-05-27T11:14:43.713Z","2017-05-27T11:14:43.713Z"
"210.2659","Helicobacter pylori strain MM2006-103",,210,"WGS","MM2006-103",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569586","GCA_002026805.1",,"MILS00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","43.69x","ABySS v. 1.9.0",,,85,1745486,38.82,1775,1622,,"Gastric tissue","isolated from patients with different gastric diseases","1-Feb-06","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Intestinal metaplasia",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.4,100,0.6,,"Good","2017-05-27T11:15:42.187Z","2017-05-27T11:15:42.187Z"
"210.2660","Helicobacter pylori strain MU2004-2",,210,"WGS","MU2004-2",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569592","GCA_002026825.1",,"MILY00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","31.59x","ABySS v. 1.9.0",,,169,1740468,38.87,1830,1695,,"Gastric tissue","isolated from patients with different gastric diseases","19-Jan-04","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Duodenal ulcer",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99,100,0.6,,"Good","2017-05-27T11:17:25.649Z","2017-05-27T11:17:25.649Z"
"210.2661","Helicobacter pylori strain MC2006-52",,210,"WGS","MC2006-52",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569560","GCA_002026835.1",,"MIKS00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","31.56x","ABySS v. 1.9.0",,,89,1698210,38.87,1752,1621,,"Gastric tissue","isolated from patients with different gastric diseases","25-Jan-06","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Cancer",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.4,100,0.3,,"Good","2017-05-27T11:16:13.882Z","2017-05-27T11:16:13.882Z"
"210.2662","Helicobacter pylori strain MM2012-26",,210,"WGS","MM2012-26",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569590","GCA_002026865.1",,"MILW00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","72.84x","ABySS v. 1.9.0",,,60,1666537,38.94,1687,1562,,"Gastric tissue","isolated from patients with different gastric diseases","17-Feb-12","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Intestinal metaplasia",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.3,100,,,"Good","2017-05-27T11:18:37.868Z","2017-05-27T11:18:37.868Z"
"210.2663","Helicobacter pylori strain MCms1055",,210,"WGS","MCms1055",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569563","GCA_002026885.1",,"MIKV00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","101.43x","ABySS v. 1.9.0",,,63,1676870,38.94,1705,1576,,"Gastric tissue","isolated from patients with different gastric diseases","5-Dec-07","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Cancer",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.3,100,,,"Good","2017-05-27T11:18:49.430Z","2017-05-27T11:18:49.430Z"
"210.2664","Helicobacter pylori strain MCms1063",,210,"WGS","MCms1063",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569564","GCA_002026895.1",,"MIKW00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","60.77x","ABySS v. 1.9.0",,,72,1692058,39.03,1702,1567,,"Gastric tissue","isolated from patients with different gastric diseases","27-Feb-08","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Cancer",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.8,99.3,100,0.9,,"Good","2017-05-27T11:19:26.100Z","2017-05-27T11:19:26.100Z"
"210.2665","Helicobacter pylori strain MCms1080",,210,"WGS","MCms1080",,,,"MLST.Helicobacter_pylori.2901",,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569566","GCA_002026925.1",,"MIKY00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","69.31x","ABySS v. 1.9.0",,,92,1661940,39.04,1674,1556,,"Gastric tissue","isolated from patients with different gastric diseases","21-May-08","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Cancer",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.5,100,0.3,,"Good","2017-05-27T11:20:29.496Z","2017-05-27T11:20:29.496Z"
"210.2666","Helicobacter pylori strain MG2003-107",,210,"WGS","MG2003-107",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569568","GCA_002026935.1",,"MILA00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","36.03x","ABySS v. 1.9.0",,,146,1757702,38.91,1818,1659,,"Gastric tissue","isolated from patients with different gastric diseases","16-May-03","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.1,100,1.8,,"Good","2017-05-27T11:20:28.132Z","2017-05-27T11:20:28.132Z"
"210.2667","Helicobacter pylori strain MGms203",,210,"WGS","MGms203",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569581","GCA_002026955.1",,"MILN00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","48.06x","ABySS v. 1.9.0",,,84,1732925,38.79,1753,1619,,"Gastric tissue","isolated from patients with different gastric diseases","6-Feb-03","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.8,99,100,0.6,,"Good","2017-05-27T11:21:03.474Z","2017-05-27T11:21:03.474Z"
"210.2668","Helicobacter pylori strain MGms44",,210,"WGS","MGms44",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569583","GCA_002026985.1",,"MILP00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","26.57x","ABySS v. 1.9.0",,,113,1635449,39.12,1668,1548,,"Gastric tissue","isolated from patients with different gastric diseases","12-May-03","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Gastritis",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.3,100,0.3,,"Good","2017-05-27T11:24:09.403Z","2017-05-27T11:24:09.403Z"
"210.2669","Helicobacter pylori strain MM2005-126",,210,"WGS","MM2005-126",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569587","GCA_002027005.1",,"MILT00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","30.43x","ABySS v. 1.9.0",,,140,1640290,38.97,1688,1563,,"Gastric tissue","isolated from patients with different gastric diseases","14-Sep-05","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Intestinal metaplasia",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.6,100,,,"Good","2017-05-27T11:23:27.796Z","2017-05-27T11:23:27.796Z"
"210.2670","Helicobacter pylori strain MCms1078",,210,"WGS","MCms1078",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569565","GCA_002027025.1",,"MIKX00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","35.02x","ABySS v. 1.9.0",,,81,1649218,38.9,1687,1558,,"Gastric tissue","isolated from patients with different gastric diseases","7-May-08","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Cancer",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.6,100,0.3,,"Good","2017-05-27T11:31:01.034Z","2017-05-27T11:31:01.034Z"
"210.2671","Helicobacter pylori strain MU2003-84",,210,"WGS","MU2003-84",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569591","GCA_002027045.1",,"MILX00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","36.67x","ABySS v. 1.9.0",,,118,1676803,38.93,1700,1570,,"Gastric tissue","isolated from patients with different gastric diseases","30-Apr-03","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Duodenal ulcer",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.8,99.3,100,,,"Good","2017-05-27T11:33:54.245Z","2017-05-27T11:33:54.245Z"
"210.2672","Helicobacter pylori strain MM2005-72",,210,"WGS","MM2005-72",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569585","GCA_002027065.1",,"MILR00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","42.75x","ABySS v. 1.9.0",,,86,1693924,38.89,1743,1619,,"Gastric tissue","isolated from patients with different gastric diseases","1-Jul-05","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Intestinal metaplasia",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.6,100,,,"Good","2017-05-27T11:32:59.670Z","2017-05-27T11:32:59.670Z"
"210.2673","Helicobacter pylori strain MM2006-480",,210,"WGS","MM2006-480",,,,,,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569588","GCA_002027085.1",,"MILU00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","31.12x","ABySS v. 1.9.0",,,141,1647498,39,1683,1576,,"Gastric tissue","isolated from patients with different gastric diseases","24-May-06","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Intestinal metaplasia",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.9,99.2,100,1.4,,"Good","2017-05-27T11:35:03.299Z","2017-05-27T11:35:03.299Z"
"210.2674","Helicobacter pylori strain MM2006-56",,210,"WGS","MM2006-56",,,,"MLST.Helicobacter_pylori.1214",,,,"2017-03-14T00:00:00Z","28293542","PRJNA338771","SAMN05569589","GCA_002027125.1",,"MILV00000000",,"Escuela Nacional de Ciencias Biologicas, Instituto Politecnico Nacional",,"Illumina HiSeq","30.65x","ABySS v. 1.9.0",,,107,1682264,38.86,1753,1612,,"Gastric tissue","isolated from patients with different gastric diseases","25-Jan-06","Mexico","Mexico: Mexico City",,,,,,"Human, Homo sapiens",,,"Intestinal metaplasia",,,,,,,,,,,,,,,,"Helicobacter pylori sequences from strains isolated from patients with different gastric diseases. The goal is to describe genomic differences between clinical isolates and disease. This information will be useful to better understand pathogenesis of gastric cancer.","collected_by:Margarita Camorlinga Ponce",99.8,98.8,100,2.6,,"Good","2017-05-27T11:33:11.452Z","2017-05-27T11:33:11.452Z"
"210.2675","Helicobacter pylori strain HP725g",,210,"WGS","HP725g",,,,"MLST.Helicobacter_pylori.199",,,,"2017-04-07T00:00:00Z",,"PRJNA362473","SAMN06240245","GCA_002081955.1",,"MTLF00000000",,,,,,,,,282,1712620,39.25,1945,1814,,,,"2012-04-12","Morocco","Morocco: Sidi kacem",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,,,99.6,96.8,100,8,,"Good","2017-05-28T08:53:08.332Z","2017-05-28T08:53:08.332Z"
"210.2676","Helicobacter pylori strain HP_106",,210,"WGS","HP_106",,,,"MLST.Helicobacter_pylori.199",,,,"2017-04-14T00:00:00Z",,"PRJNA362473","SAMN06459527","GCF_002092915.1",,"MWQM00000000",,"MedBiotech laboratory, faculty of medicine and pharmacy, rabat/ Mohamed V university rabat",,"Illumina MiSeq","540.0x","Minia v. 2.0.7",,,126,1604510,39.2,1701,1590,,,,"14-Sep-2014","Morocco","Morocco:Rabat",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"The general objective of this study is the genomic characterization of the resistance of Helicobacter pylori to antibiotics using NGS tools.","sample_type:cell culture",99.9,99.1,100,1.4,,"Good","2017-05-28T18:11:10.765Z","2017-05-28T18:11:10.765Z"
